"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionEquipmentName","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","PreparationStartDate","ProviderName","County"
"1282","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00701511","Sample-Routine","Water","Surface Water","2007-05-17","14:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",90,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1283","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00701533","Sample-Routine","Water","Surface Water","2007-06-11","12:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",96,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1284","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00700147","Sample-Routine","Water","Surface Water","2007-03-15","09:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",140,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1285","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00701497","Sample-Routine","Water","Surface Water","2007-04-24","14:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",91,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1286","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00700168","Sample-Routine","Water","Surface Water","2007-04-02","11:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",96,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1287","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00702934","Sample-Routine","Water","Surface Water","2007-08-14","12:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",92,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1288","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00702949","Sample-Routine","Water","Surface Water","2007-09-10","10:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",110,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1289","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00702948","Sample-Routine","Water","Surface Water","2007-08-28","12:45:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",100,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1290","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00800075","Sample-Routine","Water","Surface Water","2007-11-08","12:15:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",110,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1291","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00800022","Sample-Routine","Water","Surface Water","2007-10-10","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",100,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1292","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00701598","Sample-Routine","Water","Surface Water","2007-06-28","12:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",86,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1293","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00701608","Sample-Routine","Water","Surface Water","2007-07-25","12:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",88,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1294","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00800198","Sample-Routine","Water","Surface Water","2008-04-17","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Not determined","Routine sample","USGS","USGS","USGS","Unknown","","Chloride","Total",88,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1295","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00403846","Sample-Routine","Water","Surface Water","2004-04-07","09:45:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",240,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1296","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00403611","Sample-Routine","Water","Surface Water","2004-09-08","12:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",110,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1297","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00403847","Sample-Routine","Water","Surface Water","2004-04-07","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",120,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1298","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00500016","Sample-Routine","Water","Surface Water","2004-10-20","11:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",92,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1299","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00402106","Sample-Routine","Water","Surface Water","2004-07-13","11:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",84,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1300","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00403607","Sample-Routine","Water","Surface Water","2004-09-07","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",84,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1301","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00501636","Sample-Routine","Water","Surface Water","2005-07-25","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",78,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1302","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00600005","Sample-Routine","Water","Surface Water","2005-10-03","13:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",74,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1303","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00500056","Sample-Routine","Water","Surface Water","2005-03-14","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",23,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1304","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00503337","Sample-Routine","Water","Surface Water","2005-04-27","10:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Not determined","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Total",260,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1305","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00600048","Sample-Routine","Water","Surface Water","2005-11-08","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",75,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1306","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00501551","Sample-Routine","Water","Surface Water","2005-05-25","11:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",180,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1307","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00600110","Sample-Routine","Water","Surface Water","2005-11-22","11:52:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Not determined","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Total",84,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1308","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00503404","Sample-Routine","Water","Surface Water","2005-07-11","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Not determined","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Total",91,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1309","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00503323","Sample-Routine","Water","Surface Water","2005-04-05","11:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Not determined","Not applicable","USGS","USGS","USGS","Unknown","","Chloride","Total",44,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1310","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00503151","Sample-Routine","Water","Surface Water","2005-08-15","10:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",77,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1311","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00503162","Sample-Routine","Water","Surface Water","2005-09-01","11:45:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",64,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","2005-09-08","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1312","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00501567","Sample-Routine","Water","Surface Water","2005-06-14","10:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04168550","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",92,"mg/l",NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,"",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1313","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00501562","Sample-Routine","Water","Surface Water","2005-06-22","11:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",100,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1314","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00501536","Sample-Routine","Water","Surface Water","2005-04-18","11:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",92,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1315","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00501652","Sample-Routine","Water","Surface Water","2005-08-08","13:00:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",110,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
"1316","USGS-MI","USGS Michigan Water Science Center","nwismi.01.00600004","Sample-Routine","Water","Surface Water","2005-10-03","11:30:00","EST","","","",NA,"",NA,NA,NA,NA,NA,"","U.S. Geological Survey-Water Resources Discipline","USGS-04175120","","","Stable, normal stage","Routine sample","70","USGS parameter code 82398","Grab sample  (dip)","Grab sample","","Chloride","Total",120,"mg/l",NA,"Preliminary",NA,"Estimated",NA,NA,NA,NA,NA,"Analyte value quantified from a dilution(s); reporting limit (RL) raised.",99220,NA,NA,NA,NA,NA,"","","","","Michigan Department of Environmental Quality (MDEQ)","","diluted sample: method hi range exceeded.","Lower Reporting Limit",1,"mg/l",NA,"NWIS","Wayne"
