OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500193,Sample-Routine,Water,Surface Water,2015-03-13,12:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,21.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-24,,,,,2015-03-24,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500199,Sample-Routine,Water,Surface Water,2015-03-12,11:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,23.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-24,,,,,2015-03-24,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500190,Sample-Routine,Water,Surface Water,2015-03-15,05:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,23.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-24,,,,,2015-03-24,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500248,Sample-Routine,Water,Surface Water,2015-04-09,19:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,88.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-04-22,,,,,2015-04-21,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500548,Sample-Routine,Water,Surface Water,2015-08-17,10:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,82.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-08-25,,,,,2015-08-24,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500510,Sample-Routine,Water,Surface Water,2015-07-17,07:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,50.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-22,,,,,2015-07-22,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500686,Sample-Routine,Water,Surface Water,2015-09-16,13:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Chloride,Dissolved,78.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-09-23,,,,,2015-09-22,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500509,Sample-Routine,Water,Surface Water,2015-07-17,11:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,45.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-22,,,,,2015-07-22,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500547,Sample-Routine,Water,Surface Water,2015-08-17,09:40:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,US DH-81,,Chloride,Dissolved,84.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-08-25,,,,,2015-08-24,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500201,Sample-Routine,Water,Surface Water,2015-03-12,01:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,19.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-17,,,,,2015-03-16,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500202,Sample-Routine,Water,Surface Water,2015-03-11,16:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,28.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-17,,,,,2015-03-16,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500203,Sample-Routine,Water,Surface Water,2015-03-11,14:05:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,48.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-03-17,,,,,2015-03-16,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400448,Sample-Routine,Water,Surface Water,2014-03-30,17:15:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,29.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400449,Sample-Routine,Water,Surface Water,2014-03-30,22:20:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,23.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400453,Sample-Routine,Water,Surface Water,2014-05-12,09:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,45.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400418,Sample-Routine,Water,Surface Water,2014-05-03,04:25:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,50.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400388,Sample-Routine,Water,Surface Water,2014-05-09,09:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,33.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400391,Sample-Routine,Water,Surface Water,2014-05-11,03:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,38.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400408,Sample-Routine,Water,Surface Water,2014-04-04,17:05:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,45.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400410,Sample-Routine,Water,Surface Water,2014-04-05,00:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,43.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400385,Sample-Routine,Water,Surface Water,2014-05-07,21:25:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,52.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400461,Sample-Routine,Water,Surface Water,2014-05-15,09:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,13.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400464,Sample-Routine,Water,Surface Water,2014-05-18,05:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,20.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400440,Sample-Routine,Water,Surface Water,2014-03-29,01:00:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,19.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400444,Sample-Routine,Water,Surface Water,2014-03-19,13:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,26.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400462,Sample-Routine,Water,Surface Water,2014-05-15,21:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,13.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400463,Sample-Routine,Water,Surface Water,2014-05-16,13:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,18.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400384,Sample-Routine,Water,Surface Water,2014-05-07,10:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,58.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400419,Sample-Routine,Water,Surface Water,2014-05-03,16:25:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,52.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400429,Sample-Routine,Water,Surface Water,2014-04-16,10:03:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,62.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400437,Sample-Routine,Water,Surface Water,2014-03-28,05:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,36.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400439,Sample-Routine,Water,Surface Water,2014-03-28,15:00:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,21.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400386,Sample-Routine,Water,Surface Water,2014-05-07,23:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,30.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400455,Sample-Routine,Water,Surface Water,2014-05-12,15:45:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,10.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400459,Sample-Routine,Water,Surface Water,2014-05-14,23:05:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,22.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400411,Sample-Routine,Water,Surface Water,2014-04-05,10:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,42.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400412,Sample-Routine,Water,Surface Water,2014-04-05,20:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,40.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400415,Sample-Routine,Water,Surface Water,2014-04-30,02:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,61.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400416,Sample-Routine,Water,Surface Water,2014-05-01,17:25:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,52.2,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400422,Sample-Routine,Water,Surface Water,2014-04-30,16:55:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,53.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400387,Sample-Routine,Water,Surface Water,2014-05-08,15:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,26.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400390,Sample-Routine,Water,Surface Water,2014-05-10,15:40:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,39.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400423,Sample-Routine,Water,Surface Water,2014-04-12,22:35:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,68.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400447,Sample-Routine,Water,Surface Water,2014-03-21,05:50:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,22.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01400452,Sample-Routine,Water,Surface Water,2014-03-24,10:30:00,EST,,,,,,,,,,,,U.S. Geological Survey,USGS-041482663,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,30.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500397,Sample-Routine,Water,Surface Water,2015-06-12,10:35:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,84.9,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500400,Sample-Routine,Water,Surface Water,2015-06-12,06:25:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,75.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500388,Sample-Routine,Water,Surface Water,2015-06-14,08:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,62.1,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500395,Sample-Routine,Water,Surface Water,2015-06-13,10:35:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,72.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500363,Sample-Routine,Water,Surface Water,2015-06-23,22:45:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,19.4,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500297,Sample-Routine,Water,Surface Water,2015-05-31,06:10:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,83.8,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-06-04,,,,,2015-06-04,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500296,Sample-Routine,Water,Surface Water,2015-05-31,18:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,100,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-06-04,,,,,2015-06-04,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600108,Sample-Routine,Water,Surface Water,2015-10-31,22:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,75.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-11-11,,,,,2015-11-10,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600117,Sample-Routine,Water,Surface Water,2015-10-28,12:50:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,82.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-11-11,,,,,2015-11-10,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01600187,Sample-Routine,Water,Surface Water,2015-11-27,15:00:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,50,USGS parameter code 82398,Point sample,Grab sample,,Chloride,Dissolved,65.0,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,FCN01,USGS,,,University of Wisconsin Extension,2015-12-18,,,,,2015-12-17,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500378,Sample-Routine,Water,Surface Water,2015-06-16,21:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,20.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500391,Sample-Routine,Water,Surface Water,2015-06-14,07:15:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,69.6,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500375,Sample-Routine,Water,Surface Water,2015-06-22,22:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,68.5,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500380,Sample-Routine,Water,Surface Water,2015-06-16,03:30:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,8.7,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
USGS-MI,USGS Michigan Water Science Center,nwismi.01.01500369,Sample-Routine,Water,Surface Water,2015-06-23,02:20:00,EST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-041482663,1,,"Stable, normal stage",Storm,USGS,USGS,USGS,Unknown,,Chloride,Dissolved,11.3,mg/l,,Preliminary,,Actual,,,,,,,00940,,,,,,,,,,University of Wisconsin Extension,2015-07-02,,,,,2015-07-02,NWIS
